  时间         温度    气压     湿度       高度      经度        纬度     位势高度
 2931.959     -57.2    130.8     1.0     14971.2  100.984185  41.202222      0
 2932.942     -57.3    130.6     1.0     14976.7  100.984663  41.202167      0
 2933.909     -57.4    130.6     1.0     14976.7  100.984663  41.202167      0
 2934.876     -57.2    130.4     1.0     14980.6  100.985148  41.202113      0
 2935.843     -57.4    130.3     1.0     14986.1  100.985653  41.202068      0
 2936.810     -57.2    130.2     1.0     14992.0  100.986152  41.202034      0
 2937.778     -57.5    130.1     1.0     14995.9  100.986657  41.202004      0
 2938.745     -57.5    129.9     1.0     15003.3  100.987149  41.201966      0
 2939.712     -57.4    129.9     1.0     15009.1  100.987627  41.201915      0
 2940.679     -57.5    129.6     1.0     15014.4  100.988092  41.201874      0
 2941.631     -57.5    129.6     1.0     15021.1  100.988549  41.201836      0
 2942.614     -57.4    129.4     1.0     15026.1  100.989014  41.201812      0
 2943.581     -57.5    129.3     1.0     15031.9  100.989485  41.201785      0
 2944.548     -57.6    129.2     1.0     15037.9  100.989949  41.201747      0
 2945.515     -57.4    129.1     1.0     15043.2  100.990414  41.201703      0
 2946.482     -57.6    129.0     1.0     15049.3  100.990892  41.201672      0
 2947.450     -57.7    128.9     1.0     15054.7  100.991363  41.201659      0
 2948.417     -57.6    128.8     1.0     15059.6  100.991848  41.201645      0
 2949.384     -57.7    128.7     1.0     15064.8  100.992313  41.201631      0
 2950.351     -57.5    128.6     1.0     15069.9  100.992770  41.201618      0
 2951.318     -57.6    128.4     1.0     15075.6  100.993221  41.201604      0
 2952.286     -57.5    128.3     1.0     15082.6  100.993685  41.201594      0
 2953.268     -57.8    128.3     1.0     15086.5  100.994157  41.201583      0
 2954.220     -57.7    128.2     1.0     15092.4  100.994628  41.201553      0
 2955.187     -57.7    128.1     1.0     15099.0  100.995099  41.201502      0
 2956.154     -57.4    127.9     1.0     15103.0  100.995571  41.201443      0
 2957.122     -57.7    127.8     1.0     15110.2  100.996049  41.201385      0
 2958.056     -57.5    127.6     1.0     15122.4  100.997019  41.201300      0
 2959.023     -57.8    127.4     1.0     15126.5  100.997490  41.201269      0
 2960.990     -58.0    127.3     1.0     15131.9  100.997954  41.201235      0
 2961.958     -57.8    127.2     1.0     15137.2  100.998432  41.201208      0
 2962.925     -57.8    127.1     1.0     15142.7  100.998911  41.201191      0
 2963.892     -57.6    127.0     1.0     15142.7  100.998911  41.201191      0
 2964.859     -57.4    126.8     1.0     15148.2  100.999389  41.201167      0
 2965.842     -57.1    126.8     1.0     15153.6  100.999853  41.201133      0
 2966.794     -57.4    126.7     1.0     15160.0  101.000304  41.201085      0
 2967.761     -57.7    126.6     1.0     15167.8  101.000748  41.201034      0
 2968.744     -57.9    126.4     1.0     15173.6  101.001206  41.200989      0
 2969.695     -58.1    126.3     1.0     15178.9  101.001656  41.200952      0
 2970.662     -58.4    126.2     1.0     15184.5  101.002100  41.200907      0
 2971.645     -58.5    126.0     1.0     15191.1  101.002544  41.200856      0
 2972.612     -58.3    126.0     1.0     15195.9  101.003002  41.200795      0
 2973.564     -58.0    125.8     1.0     15202.2  101.003473  41.200754      0
 2974.531     -58.4    125.7     1.0     15208.6  101.003958  41.200719      0
 2975.514     -58.9    125.7     1.0     15213.3  101.004436  41.200672      0
 2976.466     -59.2    125.5     1.0     15220.3  101.004914  41.200624      0
 2977.433     -59.0    125.5     1.0     15226.7  101.005379  41.200562      0
 2978.416     -58.4    125.3     1.0     15232.2  101.005830  41.200494      0
 2979.383     -58.4    125.3     1.0     15238.8  101.006253  41.200433      0
 2980.334     -58.4    125.2     1.0     15243.2  101.006663  41.200378      0
 2981.317     -58.3    125.0     1.0     15248.1  101.007079  41.200334      0
 2982.284     -58.0    124.9     1.0     15254.4  101.007510  41.200279      0
 2983.236     -58.1    124.7     1.0     15259.2  101.007954  41.200221      0
 2984.219     -58.1    124.6     1.0     15265.8  101.008398  41.200166      0
 2985.186     -57.9    124.5     1.0     15272.0  101.008828  41.200112      0
 2986.153     -58.0    124.5     1.0     15277.7  101.009258  41.200050      0
 2987.088     -58.5    124.2     1.0     15287.9  101.010119  41.199879      0
 2988.055     -58.3    124.1     1.0     15294.6  101.010536  41.199787      0
 2989.022     -58.5    124.0     1.0     15299.9  101.010945  41.199705      0
 2990.989     -58.4    123.9     1.0     15304.9  101.011342  41.199627      0
 2991.956     -58.3    123.8     1.0     15310.0  101.011744  41.199545      0
 2992.924     -58.4    123.7     1.0     15320.4  101.012168  41.199449      0
 2993.891     -58.2    123.5     1.0     15320.4  101.012168  41.199449      0
 2994.858     -58.5    123.4     1.0     15325.3  101.012585  41.199364      0
 2995.825     -58.5    123.3     1.0     15325.7  101.013015  41.199302      0
 2996.792     -58.5    123.0     1.0     15336.9  101.013418  41.199227      0
 2997.760     -58.6    123.0     1.0     15341.4  101.013835  41.199162      0
 2998.727     -58.6    123.0     1.0     15343.9  101.014251  41.199087      0
 2999.694     -58.5    122.8     1.0     15349.6  101.014661  41.198998      0
 3000.661     -58.6    122.7     1.0     15357.6  101.015064  41.198909      0
 3001.628     -58.6    122.6     1.0     15366.4  101.015460  41.198831      0
 3002.596     -58.5    122.5     1.0     15369.7  101.015856  41.198763      0
 3003.563     -58.5    122.3     1.0     15377.0  101.016252  41.198687      0
 3004.530     -58.6    122.2     1.0     15387.6  101.016655  41.198592      0
 3005.497     -58.5    122.0     1.0     15388.4  101.017072  41.198503      0
 3006.464     -58.4    122.0     1.0     15396.4  101.017475  41.198411      0
 3007.432     -58.6    121.9     1.0     15401.9  101.017878  41.198325      0
 3008.414     -58.6    121.8     1.0     15408.5  101.018274  41.198244      0
 3009.366     -58.6    121.7     1.0     15413.3  101.018663  41.198148      0
 3010.333     -58.4    121.6     1.0     15419.3  101.019053  41.198045      0
 3011.300     -58.5    121.4     1.0     15424.4  101.019449  41.197953      0
 3012.283     -58.9    121.3     1.0     15430.2  101.019845  41.197871      0
 3013.235     -58.8    121.2     1.0     15435.9  101.020241  41.197793      0
 3014.202     -58.8    121.0     1.0     15443.1  101.020644  41.197707      0
 3015.185     -58.9    121.0     1.0     15447.7  101.021034  41.197615      0
 3016.137     -58.8    120.8     1.0     15450.5  101.021423  41.197523      0
 3017.087     -59.2    120.7     1.0     15469.5  101.022154  41.197349      0
 3018.054     -59.1    120.5     1.0     15475.6  101.022516  41.197267      0
 3019.005     -59.1    120.4     1.0     15486.0  101.022878  41.197168      0
 3020.988     -59.0    120.2     1.0     15492.2  101.023240  41.197062      0
 3021.955     -58.9    120.2     1.0     15495.6  101.023609  41.196970      0
 3022.923     -59.0    120.0     1.0     15500.6  101.023977  41.196884      0
 3023.874     -58.8    119.9     1.0     15500.6  101.023977  41.196884      0
 3024.857     -58.6    119.7     1.0     15507.9  101.024346  41.196792      0
 3025.824     -58.6    119.6     1.0     15513.4  101.024729  41.196703      0
 3026.776     -58.7    119.6     1.0     15518.0  101.025098  41.196604      0
 3027.759     -59.0    119.5     1.0     15525.3  101.025466  41.196519      0
 3028.726     -59.3    119.4     1.0     15531.3  101.025822  41.196447      0
 3029.693     -59.0    119.2     1.0     15537.7  101.026163  41.196379      0
 3030.660     -58.6    119.1     1.0     15544.6  101.026505  41.196304      0
 3031.627     -58.7    119.0     1.0     15551.8  101.026853  41.196208      0
 3032.595     -59.0    118.9     1.0     15557.6  101.027208  41.196109      0
 3033.562     -59.1    118.8     1.0     15564.7  101.027563  41.196013      0
 3034.529     -59.3    118.6     1.0     15569.9  101.027912  41.195921      0
 3035.496     -59.5    118.6     1.0     15576.7  101.028260  41.195832      0
 3036.463     -59.6    118.4     1.0     15577.8  101.028615  41.195744      0
 3037.431     -59.2    118.2     1.0     15590.1  101.028957  41.195621      0
 3038.398     -59.1    118.1     1.0     15593.9  101.029284  41.195535      0
 3039.365     -59.3    118.1     1.0     15598.1  101.029605  41.195450      0
 3040.332     -59.3    118.0     1.0     15603.7  101.029920  41.195368      0
 3041.299     -59.0    117.8     1.0     15610.1  101.030241  41.195276      0
 3042.267     -59.2    117.8     1.0     15614.8  101.030575  41.195184      0
 3043.234     -59.5    117.7     1.0     15620.3  101.030917  41.195098      0
 3044.201     -59.8    117.6     1.0     15626.0  101.031265  41.195023      0
 3045.168     -59.8    117.5     1.0     15632.8  101.031627  41.194955      0
 3046.135     -59.7    117.4     1.0     15639.6  101.031989  41.194869      0
 3047.070     -60.0    117.1     1.0     15650.5  101.032700  41.194675      0
 3048.037     -59.8    117.0     1.0     15656.9  101.033041  41.194593      0
 3049.004     -59.8    116.8     1.0     15664.1  101.033362  41.194511      0
 3050.987     -60.0    116.8     1.0     15669.9  101.033690  41.194432      0
 3051.939     -60.2    116.7     1.0     15681.8  101.034011  41.194337      0
 3052.906     -60.2    116.5     1.0     15679.6  101.034332  41.194272      0
 3053.873     -60.3    116.4     1.0     15679.6  101.034332  41.194272      0
 3054.856     -60.6    116.4     1.0     15688.0  101.034660  41.194203      0
 3055.807     -60.2    116.2     1.0     15695.1  101.034981  41.194159      0
 3056.775     -59.5    115.9     1.0     15701.9  101.035309  41.194118      0
 3057.757     -59.5    115.8     1.0     15710.6  101.035630  41.194060      0
 3058.709     -59.9    115.6     1.0     15721.6  101.035958  41.193971      0
 3059.676     -59.8    115.4     1.0     15729.1  101.035438  41.193872      0
 3060.659     -59.6    115.1     1.0     15737.0  101.036688  41.193811      0
 3061.626     -59.6    115.0     1.0     15748.6  101.037078  41.193783      0
 3062.578     -59.3    115.0     1.0     15733.1  101.037508  41.193773      0
 3063.545     -59.3    114.7     1.0     15760.5  101.037740  41.193766      0
 3064.528     -59.7    114.8     1.0     15769.7  101.037979  41.193780      0
 3065.495     -60.2    114.6     1.0     15779.5  101.038198  41.193814      0
 3066.447     -60.3    114.5     1.0     15783.5  101.038471  41.193797      0
 3067.429     -60.0    114.3     1.0     15791.5  101.038758  41.193739      0
 3068.397     -60.5    114.3     1.0     15794.8  101.039086  41.193660      0
 3069.364     -60.6    114.1     1.0     15799.5  101.039475  41.193558      0
 3070.331     -60.5    113.9     1.0     15806.2  101.039878  41.193469      0
 3071.298     -60.1    113.8     1.0     15815.3  101.040254  41.193401      0
 3072.265     -59.8    113.8     1.0     15824.7  101.040588  41.193329      0
 3073.233     -59.8    113.7     1.0     15827.0  101.040903  41.193298      0
 3074.200     -60.0    113.6     1.0     15832.4  101.041121  41.193285      0
 3075.167     -60.2    113.5     1.0     15834.4  101.041353  41.193275      0
 3076.134     -60.5    113.5     1.0     15839.5  101.041592  41.193268      0
 3077.069     -60.4    113.2     1.0     15853.0  101.042173  41.193196      0
 3078.036     -59.9    113.1     1.0     15853.9  101.042521  41.193145      0
 3079.003     -59.7    113.0     1.0     15862.5  101.042870  41.193100      0
 3080.970     -59.5    112.8     1.0     15873.9  101.043184  41.193066      0
 3081.937     -59.0    112.8     1.0     15877.5  101.043525  41.193046      0
 3082.905     -58.9    112.7     1.0     15884.9  101.043853  41.193036      0
 3083.872     -58.8    112.6     1.0     15884.9  101.043853  41.193036      0
 3084.839     -59.0    112.5     1.0     15890.0  101.044181  41.193029      0
 3085.806     -59.3    112.4     1.0     15893.3  101.044495  41.193025      0
 3086.773     -59.8    112.3     1.0     15903.1  101.044768  41.193018      0
 3087.741     -60.4    112.3     1.0     15906.5  101.045042  41.193005      0
 3088.708     -60.8    112.2     1.0     15912.3  101.045308  41.192991      0
 3089.675     -60.9    112.0     1.0     15917.4  101.045609  41.192974      0
 3090.642     -60.9    111.9     1.0     15921.2  101.045936  41.192960      0
 3091.609     -60.5    111.8     1.0     15927.5  101.046285  41.192936      0
 3092.577     -60.4    111.6     1.0     15933.5  101.046633  41.192892      0
 3093.544     -60.7    111.4     1.0     15939.8  101.046975  41.192831      0
 3094.511     -61.1    111.4     1.0     15944.0  101.047289  41.192769      0
 3095.478     -60.8    111.3     1.0     15951.8  101.047589  41.192732      0
 3096.445     -60.7    111.3     1.0     15956.4  101.047883  41.192711      0
 3097.428     -61.0    111.1     1.0     15958.9  101.048177  41.192714      0
 3098.380     -61.1    111.1     1.0     15965.0  101.048464  41.192714      0
 3099.347     -61.2    111.0     1.0     15970.7  101.048757  41.192708      0
 3100.330     -61.2    110.9     1.0     15975.6  101.049065  41.192691      0
 3101.297     -61.5    110.7     1.0     15980.7  101.049386  41.192670      0
 3102.249     -61.8    110.7     1.0     15986.0  101.049720  41.192656      0
 3103.216     -62.3    110.5     1.0     15991.5  101.050055  41.192639      0
 3104.199     -62.2    110.4     1.0     15999.5  101.050383  41.192615      0
 3105.150     -61.9    110.3     1.0     16002.1  101.050711  41.192574      0
 3106.100     -62.0    110.1     1.0     16020.4  101.051360  41.192503      0
 3107.067     -61.8    109.9     1.0     16025.6  101.051708  41.192486      0
 3108.019     -61.8    109.9     1.0     16029.6  101.052056  41.192465      0
 3109.002     -62.2    109.7     1.0     16037.9  101.052398  41.192438      0
 3110.969     -62.0    109.7     1.0     16043.7  101.052753  41.192400      0
 3111.936     -61.8    109.6     1.0     16047.6  101.053094  41.192356      0
 3112.903     -62.3    109.5     1.0     16047.6  101.053094  41.192356      0
 3113.855     -62.3    109.3     1.0     16055.5  101.053450  41.192315      0
 3114.838     -61.7    109.2     1.0     16063.1  101.053805  41.192284      0
 3115.805     -61.7    109.1     1.0     16068.8  101.054139  41.192274      0
 3116.772     -61.9    108.9     1.0     16075.4  101.054474  41.192260      0
 3117.739     -62.1    108.8     1.0     16084.1  101.054788  41.192236      0
 3118.707     -62.3    108.7     1.0     16090.4  101.055103  41.192209      0
 3119.705     -62.5    108.7     1.0     16096.9  101.055437  41.192192      0
 3120.641     -62.4    108.6     1.0     16109.2  101.055786  41.192158      0
 3121.608     -62.5    108.4     1.0     16113.3  101.056154  41.192127      0
 3122.575     -62.4    108.3     1.0     16117.2  101.056537  41.192090      0
 3123.543     -62.5    108.2     1.0     16123.6  101.056906  41.192031      0
 3124.510     -62.4    108.0     1.0     16128.1  101.057281  41.191994      0
 3125.477     -62.7    108.0     1.0     16137.7  101.057643  41.191960      0
 3126.444     -62.5    107.8     1.0     16143.0  101.057992  41.191943      0
 3127.443     -62.3    107.8     1.0     16148.7  101.058320  41.191926      0
 3128.379     -62.4    107.7     1.0     16154.5  101.058634  41.191895      0
 3129.346     -62.5    107.6     1.0     16161.4  101.058962  41.191864      0
 3130.313     -62.5    107.4     1.0     16167.1  101.059317  41.191837      0
 3131.280     -62.3    107.3     1.0     16174.5  101.059692  41.191796      0
 3132.248     -62.7    107.2     1.0     16177.5  101.060089  41.191755      0
 3133.215     -62.8    107.2     1.0     16184.0  101.060471  41.191683      0
 3134.182     -62.6    107.1     1.0     16188.4  101.060854  41.191608      0
 3135.149     -62.9    107.0     1.0     16195.5  101.061222  41.191543      0
 3136.099     -62.5    106.6     1.0     16213.1  101.061926  41.191468      0
 3137.051     -62.4    106.5     1.0     16217.6  101.062267  41.191461      0
 3138.018     -62.8    106.5     1.0     16221.4  101.062609  41.191454      0
 3139.001     -62.6    106.4     1.0     16227.8  101.062930  41.191434      0
 3140.952     -62.2    106.3     1.0     16232.6  101.063278  41.191413      0
 3141.935     -61.9    106.2     1.0     16239.7  101.063627  41.191393      0
 3142.887     -61.9    106.1     1.0     16239.7  101.063627  41.191393      0
 3143.870     -62.1    106.0     1.0     16246.2  101.063989  41.191369      0
 3144.837     -62.4    105.9     1.0     16252.5  101.064337  41.191342      0
 3145.788     -62.4    105.8     1.0     16257.3  101.064672  41.191311      0
 3146.771     -62.5    105.7     1.0     16264.0  101.065013  41.191284      0
 3147.738     -62.6    105.6     1.0     16271.1  101.065355  41.191273      0
 3148.690     -62.7    105.4     1.0     16277.1  101.065703  41.191277      0
 3149.657     -62.2    105.3     1.0     16283.8  101.066051  41.191277      0
 3150.640     -62.1    105.1     1.0     16292.9  101.066386  41.191260      0
 3151.607     -62.0    105.1     1.0     16299.6  101.066714  41.191222      0
 3152.559     -61.9    105.0     1.0     16302.7  101.067055  41.191191      0
 3153.542     -62.1    104.9     1.0     16312.0  101.067390  41.191164      0
 3154.509     -62.3    104.8     1.0     16318.8  101.067738  41.191150      0
 3155.476     -62.3    104.7     1.0     16322.4  101.068080  41.191144      0
 3156.443     -62.4    104.7     1.0     16328.6  101.068421  41.191126      0
 3157.410     -62.1    104.4     1.0     16333.9  101.068749  41.191096      0
 3158.378     -61.8    104.3     1.0     16338.6  101.069063  41.191058      0
 3159.345     -61.7    104.2     1.0     16345.7  101.069391  41.191010      0
 3160.312     -61.6    104.1     1.0     16355.0  101.069733  41.190986      0
 3161.279     -61.8    103.9     1.0     16365.6  101.070081  41.190952      0
 3162.246     -61.6    103.9     1.0     16372.3  101.070429  41.190918      0
 3163.214     -61.4    103.7     1.0     16380.0  101.070778  41.190881      0
 3164.181     -61.6    103.8     1.0     16386.4  101.071126  41.190853      0
 3165.148     -61.4    103.6     1.0     16390.8  101.071481  41.190829      0
 3166.082     -61.0    103.4     1.0     16403.4  101.072171  41.190747      0
 3167.050     -60.9    103.3     1.0     16407.9  101.072513  41.190696      0
 3168.017     -60.9    103.2     1.0     16413.5  101.072882  41.190648      0
 3169.984     -61.0    103.1     1.0     16417.9  101.073264  41.190611      0
 3170.951     -60.6    103.0     1.0     16422.0  101.073646  41.190580      0
 3171.918     -60.6    102.9     1.0     16429.2  101.074022  41.190546      0
 3172.901     -60.9    102.8     1.0     16429.2  101.074022  41.190546      0
 3173.853     -61.4    102.7     1.0     16434.9  101.074384  41.190505      0
 3174.820     -61.7    102.6     1.0     16442.0  101.074726  41.190461      0
 3175.803     -61.9    102.4     1.0     16446.7  101.075094  41.190426      0
 3176.754     -62.1    102.4     1.0     16454.7  101.075450  41.190392      0
 3177.737     -61.9    102.3     1.0     16459.6  101.075805  41.190365      0
 3178.689     -61.8    102.2     1.0     16465.0  101.076167  41.190310      0
 3179.672     -61.7    102.1     1.0     16469.7  101.076515  41.190245      0
 3180.639     -61.6    101.9     1.0     16475.0  101.076864  41.190174      0
 3181.590     -61.7    101.8     1.0     16483.4  101.077226  41.190116      0
 3182.604     -61.6    101.7     1.0     16492.1  101.077567  41.190071      0
 3183.540     -61.6    101.7     1.0     16496.0  101.077929  41.190037      0
 3184.508     -61.6    101.5     1.0     16502.5  101.078291  41.189982      0
 3185.459     -61.6    101.4     1.0     16510.2  101.078633  41.189918      0
 3186.426     -61.6    101.3     1.0     16514.0  101.078967  41.189856      0
 3187.409     -61.7    101.3     1.0     16521.5  101.079275  41.189801      0
 3188.376     -61.6    101.1     1.0     16526.3  101.079582  41.189757      0
 3189.328     -61.6    101.0     1.0     16533.7  101.079889  41.189692      0
 3190.311     -61.7    100.9     1.0     16541.8  101.080203  41.189610      0
 3191.278     -61.5    101.0     1.0     16551.0  101.080545  41.189504      0
 3192.245     -61.8    100.7     1.0     16556.0  101.080914  41.189422      0
 3193.212     -61.6    100.5     1.0     16562.0  101.081303  41.189347      0
 3194.180     -61.9    100.6     1.0     16572.9  101.081679  41.189279      0
 3195.147     -61.8    100.4     1.0     16584.4  101.082034  41.189207      0
 3196.081     -61.5    100.3     1.0     16589.8  101.082690  41.189098      0
 3197.048     -61.6    100.2     1.0     16594.3  101.082990  41.189057      0
 3198.016     -61.5    100.1     1.0     16598.2  101.083270  41.189019      0
 3199.983     -61.6     99.9     1.0     16602.8  101.083537  41.188975      0
 3200.950     -61.8     99.9     1.0     16612.9  101.083789  41.188910      0
 3201.917     -61.6     99.7     1.0     16612.5  101.084063  41.188838      0
 3202.884     -61.2     99.7     1.0     16612.5  101.084063  41.188838      0
 3203.852     -61.0     99.6     1.0     16618.1  101.084356  41.188753      0
 3204.819     -61.1     99.4     1.0     16627.7  101.084684  41.188668      0
 3205.786     -61.5     99.5     1.0     16628.4  101.085032  41.188596      0
 3206.753     -61.4     99.3     1.0     16641.1  101.085367  41.188517      0
 3207.720     -61.1     99.1     1.0     16644.9  101.085695  41.188456      0
 3208.688     -61.2     99.1     1.0     16646.4  101.086002  41.188394      0
 3209.670     -60.7     99.0     1.0     16649.8  101.086282  41.188340      0
 3210.622     -60.5     99.0     1.0     16655.7  101.086542  41.188299      0
 3211.589     -60.5     98.9     1.0     16663.4  101.086808  41.188258      0
 3212.556     -60.7     98.7     1.0     16672.3  101.087081  41.188213      0
 3213.524     -61.1     98.7     1.0     16676.2  101.087368  41.188155      0
 3214.491     -61.2     98.6     1.0     16679.8  101.087669  41.188080      0
 3215.474     -61.0     98.6     1.0     16686.6  101.087969  41.188005      0
 3216.441     -60.9     98.5     1.0     16691.1  101.088290  41.187930      0
 3217.392     -61.3     98.4     1.0     16697.5  101.088605  41.187868      0
 3218.375     -61.6     98.2     1.0     16702.1  101.088898  41.187810      0
 3219.342     -61.7     98.1     1.0     16707.6  101.089172  41.187752      0
 3220.310     -61.5     98.0     1.0     16711.9  101.089438  41.187694      0
 3221.277     -61.4     97.9     1.0     16718.7  101.089718  41.187643      0
 3222.244     -61.5     97.8     1.0     16723.3  101.090012  41.187606      0
 3223.211     -61.3     97.7     1.0     16728.2  101.090312  41.187571      0
 3224.178     -60.8     97.6     1.0     16733.1  101.090613  41.187530      0
 3225.146     -60.5     97.5     1.0     16739.9  101.090886  41.187483      0
 3226.080     -61.0     97.5     1.0     16751.4  101.091419  41.187387      0
 3227.047     -61.0     97.4     1.0     16757.4  101.091678  41.187343      0
 3228.061     -60.5     97.2     1.0     16765.1  101.091945  41.187284      0
 3229.982     -60.4     97.1     1.0     16770.4  101.092218  41.187203      0
 3230.949     -61.0     96.9     1.0     16775.4  101.092498  41.187107      0
 3231.916     -61.4     96.9     1.0     16781.4  101.092764  41.187022      0
 3232.883     -61.2     96.7     1.0     16781.4  101.092764  41.187022      0
 3233.850     -61.0     96.8     1.0     16789.2  101.093024  41.186946      0
 3234.818     -60.9     96.7     1.0     16793.5  101.093276  41.186888      0
 3235.785     -60.9     96.5     1.0     16805.0  101.093502  41.186830      0
 3236.752     -61.0     96.4     1.0     16811.0  101.093768  41.186769      0
 3237.735     -61.0     96.3     1.0     16813.6  101.094041  41.186711      0
 3238.686     -60.9     96.2     1.0     16818.5  101.094321  41.186636      0
 3239.654     -60.6     96.1     1.0     16830.6  101.094608  41.186564      0
 3240.621     -60.3     96.0     1.0     16833.5  101.094902  41.186547      0
 3241.604     -60.1     96.0     1.0     16839.7  101.095189  41.186506      0
 3242.555     -60.1     95.9     1.0     16847.2  101.095483  41.186448      0
 3243.523     -60.2     95.7     1.0     16853.3  101.095783  41.186379      0
 3244.505     -60.1     95.6     1.0     16861.8  101.096063  41.186291      0
 3245.473     -60.3     95.6     1.0     16867.7  101.096350  41.186212      0
 3246.424     -60.7     95.5     1.0     16876.4  101.096616  41.186144      0
 3247.407     -60.8     95.3     1.0     16881.4  101.096883  41.186099      0
 3248.374     -61.2     95.2     1.0     16884.8  101.097163  41.186069      0
 3249.341     -61.4     95.1     1.0     16889.9  101.097443  41.186031      0
 3250.309     -61.0     95.1     1.0     16896.0  101.097737  41.185977      0
 3251.276     -61.1     95.0     1.0     16900.1  101.098037  41.185925      0
 3252.243     -61.4     94.9     1.0     16907.5  101.098331  41.185884      0
 3253.210     -61.2     94.8     1.0     16913.3  101.098631  41.185847      0
 3254.177     -61.2     94.8     1.0     16917.0  101.098925  41.185809      0
 3255.145     -61.2     94.6     1.0     16923.5  101.099212  41.185758      0
 3256.079     -60.7     94.4     1.0     16935.5  101.099779  41.185615      0
 3257.046     -60.8     94.2     1.0     16941.1  101.100059  41.185580      0
 3258.013     -60.8     94.1     1.0     16948.1  101.100339  41.185570      0
 3259.981     -60.8     94.1     1.0     16954.5  101.100619  41.185577      0
 3260.948     -60.8     94.0     1.0     16966.5  101.100919  41.185577      0
 3261.915     -60.7     93.9     1.0     16975.8  101.101234  41.185550      0
 3262.882     -60.7     93.8     1.0     16975.8  101.101234  41.185550      0
 3263.849     -61.3     93.7     1.0     16980.7  101.101548  41.185505      0
 3264.817     -61.3     93.5     1.0     16989.1  101.101835  41.185423      0
 3265.784     -60.6     93.4     1.0     16996.4  101.102074  41.185338      0
 3266.767     -60.3     93.4     1.0     17002.4  101.102306  41.185263      0
 3267.718     -60.4     93.3     1.0     17008.4  101.102538  41.185242      0
 3268.685     -60.6     93.2     1.0     17014.8  101.102784  41.185256      0
 3269.668     -60.6     93.0     1.0     17018.4  101.103078  41.185280      0
 3270.635     -60.2     92.9     1.0     17025.8  101.103419  41.185290      0
 3271.587     -59.6     92.9     1.0     17031.0  101.103781  41.185276      0
 3272.570     -59.9     92.9     1.0     17037.5  101.104143  41.185253      0
 3273.537     -60.1     92.8     1.0     17043.1  101.104498  41.185218      0
 3274.489     -59.8     92.6     1.0     17048.2  101.104826  41.185188      0
 3275.456     -59.5     92.7     1.0     17052.1  101.105127  41.185150      0
 3276.439     -59.6     92.4     1.0     17059.0  101.105386  41.185112      0
 3277.406     -59.9     92.3     1.0     17066.1  101.105639  41.185078      0
 3278.373     -60.3     92.3     1.0     17073.2  101.105912  41.185068      0
 3279.340     -60.7     92.2     1.0     17082.1  101.106213  41.185082      0
 3280.307     -61.0     92.0     1.0     17087.6  101.106548  41.185116      0
 3281.275     -60.6     92.0     1.0     17091.6  101.106875  41.185153      0
 3282.242     -60.1     91.9     1.0     17098.1  101.107183  41.185171      0
 3283.209     -60.2     91.8     1.0     17107.6  101.107456  41.185164      0
 3284.176     -60.3     91.7     1.0     17112.1  101.107729  41.185153      0
 3285.143     -60.4     91.5     1.0     17127.8  101.107996  41.185119      0
 3286.078     -60.5     91.4     1.0     17140.0  101.108631  41.185102      0
 3287.045     -61.3     91.3     1.0     17147.1  101.108952  41.185112      0
 3288.012     -61.7     91.3     1.0     17148.7  101.109266  41.185136      0
 3289.979     -61.1     91.1     1.0     17157.6  101.109560  41.185150      0
 3290.947     -60.6     91.0     1.0     17160.7  101.109874  41.185160      0
 3291.914     -60.4     90.9     1.0     17163.2  101.110188  41.185174      0
 3292.897     -60.8     90.9     1.0     17163.2  101.110188  41.185174      0
 3293.848     -61.3     90.7     1.0     17168.2  101.110495  41.185194      0
 3294.815     -61.3     90.6     1.0     17174.3  101.110789  41.185215      0
 3295.783     -61.6     90.6     1.0     17179.8  101.111090  41.185235      0
 3296.765     -62.0     90.4     1.0     17187.0  101.111417  41.185249      0
 3297.717     -61.9     90.4     1.0     17191.7  101.111745  41.185249      0
 3298.684     -61.8     90.3     1.0     17202.0  101.112073  41.185256      0
 3299.667     -61.6     90.1     1.0     17203.5  101.112387  41.185249      0
 3300.619     -61.6     90.2     1.0     17210.1  101.112688  41.185256      0
 3301.586     -61.6     90.1     1.0     17218.5  101.112995  41.185259      0
 3302.569     -61.9     90.0     1.0     17222.3  101.113316  41.185253      0
 3303.536     -62.1     89.8     1.0     17228.3  101.113644  41.185229      0
 3304.487     -61.6     89.9     1.0     17233.5  101.113992  41.185198      0
 3305.470     -61.9     89.8     1.0     17238.9  101.114354  41.185171      0
 3306.437     -62.2     89.7     1.0     17248.3  101.114703  41.185153      0
 3307.405     -61.8     89.5     1.0     17257.2  101.115024  41.185136      0
 3308.372     -61.6     89.4     1.0     17260.9  101.115317  41.185136      0
 3309.339     -61.5     89.5     1.0     17267.0  101.115563  41.185133      0
 3310.306     -61.2     89.3     1.0     17271.8  101.115816  41.185126      0
 3311.273     -61.0     89.2     1.0     17278.4  101.116082  41.185123      0
 3312.241     -61.3     89.1     1.0     17282.3  101.116356  41.185126      0
 3313.208     -61.3     89.1     1.0     17290.7  101.116690  41.185099      0
 3314.175     -61.3     89.0     1.0     17296.7  101.117011  41.185068      0
 3315.142     -61.0     88.9     1.0     17299.6  101.117326  41.185031      0
 3316.077     -61.1     88.8     1.0     17301.7  101.117933  41.185013      0
 3317.044     -61.5     88.8     1.0     17311.0  101.118248  41.185010      0
 3318.042     -61.7     88.6     1.0     17318.3  101.118555  41.185013      0
